activite_branches|activite_branches_reduite|activite_insee_1949|activite_sgf_1936|adresse|affiliation|annee_creation|annee_disparition|annee_fusion|annuaire_1890|annuaire_1897|annuaire_1914|caran|cas_problematique|Cgpf_1930|cgpf_groupe|chgt_dpt|chgt_type|commerce_en_gros|commune|cote_dossier|cote_registre|date_creation|date_declaration|date_dissolution|departement|dissolution|duree_syndicat|effectif_creation|effectifs_evolution|effectifs_sources|fusion|id_coac|lieu_conservation_dossier|lieu_conservation_registre|nouvelles|numero|numero_syndicat|numro_synd_absorbant|observations|pk|present_01_01_1890|present_01_01_1900|present_01_01_1914|present_01_01_1920|present_01_01_1926|present_01_01_1930|present_01_01_1936|present_01_01_1937|present_théorique_01_01_1890|present_théorique_01_01_1900|present_théorique_01_01_1914|present_théorique_01_01_1920|present_théorique_01_01_1926|present_théorique_01_01_1930|present_théorique_01_01_1936|present_théorique_01_01_1937|section|theorique_sect_01_01_1884|theorique_sect_01_01_1890|theorique_sect_01_01_1900|theorique_sect_01_01_1914|theorique_sect_01_01_1920|theorique_sect_01_01_1926|theorique_sect_01_01_1930|theorique_sect_01_01_1936|theorique_sect_01_01_1937|titre_du_syndicat_modifie_1|titre_du_syndicat_modifie₂|titre_du_syndicat_originel|type_syndicat_1|type_syndicat2|zone_couverte_origine|nature_du_syndicat|titre_du_syndicat_copie|archivage|lieu_conservation_registre_copie|divers|notes|activite|activite_insee_49_00_000|cas_douteux|fichier_complement|present_theorique_01_01_1946
||33|4Q|31 rue Lafayette (1914)||1913|19261930||||Oui|Oui||Oui|3||||Bellegarde-sur-Valserine|||15/06/1913|08/01/1914||01|Oui|19260017||90 (1914), 1920 : 64, 53 (1926)|||||Préfecture||130|1043||"57 M 772, fiche signalétique 1919 : “Le syndicat s'est occupé de modifications à la série de prix dressés en 1913”.

CARAN :
fiche de 1919 : «Le syndicat s’est occupé de modifications à la série de prix dressés en 1913. Rien n’a changé aux statuts.»"|42|||Oui||||||||||||||||Non|Non|Oui|Oui|Oui|Oui|Non|Non|Chambre syndicale des entrepreneurs de Bellegrade et de la région( 1930)||Chambre syndicale des entrepreneurs du bâtiment de Bellegarde et de la région||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||33|4Q|14 rue de la Louvatière||1913||||||Oui|||||||Belley|57M772, 2233||17/04/1913|||01|Oui|-1913||1920: 20||||AD||||1044||"dissolution pendant la guerre faute de versement des cotisations (ADAin, 57 M 861). Déclaration dissolution 1917 ou 1918.
semble avoir été reconstitué car existe encore en 1949 (AD Ain, 57 M 2233)

CARAN : plus de chiffre après 1921"|43|||||||||||||||||||Non|Non|Oui|Oui|||||||Chambre syndicale des entrepreneurs du bâtiment maîtres ouvriers et industriels de Belley et environs||syndicat professionnel|commune (zones limitrophes)|||||||||||
||69|6A|rue de l'Alma||1914|||||||||||||Oyonnax|||17/03/1914|||01|Non|-1914|17||||||Préfecture||138|1045||"Dissolution : AD Ain, 57 M 861 indique 17/3/1914 soit date de création.
En fait  existe encore en 1949et date de fondation indiquée est 1914. "|44|||||||||||||||||||Non|Non|||||||||Syndicat professionnel des marchands bouchers et charcutiers de la ville d'Oyonnax et des environs||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||59|4J|Restaurant Méjot||1917|1926|||||Oui|||||||Oyonnax|57M772||19/08/1917|25/08/1917||01|Oui|9||1920 : 60||||AD||||1046||"Apparaît dansAD Ain, 57 M 772, état des syndicats dans l'arrondissement de Nantua en 1920

dissolution : septembre 1926"|45|||||||||||||||||||Non|Non|Non|Oui|Oui||||||Chambre syndicale des patrons découpeurs d'Oyonnax et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
||73|6A|Hôtel de Ville||1919|||||||||||||Nantua|||09/11/1919|25/11/1919|25/6/1938|01|Oui|-1919|54|1920 : 20|||||Préfecture||90|1047||"Registre préfecture indique création : octobre 1909
AD Ain, 57 M 772, état des syndicats dans l'arrondissement de Nantua en 1920 indique création le 9/11/1919 et fiche signalétique confirme, une lettre du président indique que les statuts ont été déposés en mairie de Nantua le 25/11/1919
Semble s'être reconstitué car existe encore en 1949 (AD Ain, 57 M 2233)"|46|||||||||||||||||||Non|Non|Non|Oui|Oui|Oui|Oui||||Syndicat des marchand de bois de l'Ain et de la région||syndicat professionnel|département||||Préfecture|||||||
||43|4B|16 rue Nationale||1919|||||||||||||Nantua|||05/10/1919|||01||-1919|43||||||Préfecture||157|1048||"code 43300 : si fabrication de fromages
code 69327 : si commerce de fromages"|47|||||||||||||||||||Non|Non|Non||||||||Syndicat des fromagers||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||22|4L|||1919|||||||||||||Ferney Voltaire|||28/12/1919|||01|Oui|-1919|40|1920 : 38|||||Préfecture||158|1049||"déclaration : 1920
dissolution au plus tard  en 1949"|48|||||||||||||||||||Non|Non|Non|Oui|||||||Syndicat des maréchaux ferrants, charrons et forgerons de l'arrondissement de Gex||syndicat professionnel|arrondissement (zones limitrophes)||||Préfecture|||||||
||61 - 80|4A - 6A|10 avenue Jean Jaurès||1919|||||||||||||Oyonnax|||17/04/1919|||01|Oui|-1919|16|1926 : 14|||||Préfecture||159|1050|||49|||||||||||||||||||Non|Non|Non|Oui|Oui||||||Syndicat des industriels et exportateurs en articles d'Oyonnax||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||77 - 78|6A|||1919|||||||||||||Sathonay-Camp|||03/07/1919|||01|Oui|-1919|57|"1919 : 53 hommes
1920 : 20"|||||Préfecture||160|1051||"déclartion juillet 1919
dissolution au plus tard  en 1949, suite à la formation d'un syndicat départemental"|50|||||||||||||||||||Non|Non|Non|Oui|||||||Syndicat des débitants, restaurateurs et hôteliers de Sathonay-Camp||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||69|6A|||1919|19271930|||||Oui|||||||Ambérieu-en-Bugey|||26/05/1919|27/07/1919||01|Oui|19270011||1920 : 41|||||Préfecture||161|1052|||51|||||||||||||||||||Non|Non|Non|Oui|Oui||||||Syndicat de la boucherie en Bugey et environs||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||43|4B|palce neuve||1919|19211925|||||Oui|||||||Bourg-en-Bresse|57 M 772|||||01|Oui|19210006||1920 : 12||||AD||||1053||déclaration : 1919|52|||||||||||||||||||Non|Non|Non|Oui|||||||Syndicat des laitiers et fromagers de l'arrondissement de Bourg||syndicat professionnel|arrondissement (zones limitrophes)|||||||||||
||69|6A|Cours de verdun (café national)||1920||||||||Oui|2|||oui|Bourg-en-Bresse|||18/07/1920|13/08/1920||01|Non|-1920|50||||||Préfecture||186|1054|||53|||||||||||||||||||Non|Non|Non|Non|Oui|Oui|||Syndicat des grains, farines fourrages et meuniers de l’Ain (1930)||Syndicat du commerce des grains, farines et fourrages de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||22|4L|salle de la justice de paix||1920|19261930|||||Oui|||||||Vonnas|57M772||22/02/1920|20/03/1920||01|Oui|19260010|45|1924 : 45||||AD||||1055|||54|||||||||||||||||||Non|Non|Non|Non|Oui||||||Union syndicale des charrons-forgerons de la Bresse||syndicat professionnel|région géographique|||||||||||
||01 - 80| 01 - 6A|11 rue d'Espagne||1921|||||||||||||Bourg-en-Bresse||||11/06/1921||01|Oui|-1921|110||||||Préfecture||240|1056|||55|||||||||||||||||||Non|Non|Non|Non|||||||Chambre syndicale des commerçants détaillants et artisans de Bourg||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||89|8A|49 bis avenue Jean Jaurès||1921|||||||||||||bourg-en-Bresse|57M772|||12/07/1922||01|Non|-1921||||Oui|||Préfecture||260|1057|1406|création: août 1921|56|||||||||||||||||||Non|Non|Non|Non|||||Syndicat départemental des maîtres artisans coiffeurs de l'Ain (1945)||Fédération départementale et régionale des patrons coiffeurs||Fédération/Union (dpt. région)|commune (zones limitrophes)||||Préfecture|||||||
||78|6A|Mairie||1922|||||||||||||Bellegarde|||01/10/1922|||01|Oui|-1922|60|1926 : 67|||||Préfecture||263|1058||dissolution au plus tard  en 1949 lors création syndicat départemental|57|||||||||||||||||||Non|Non|Non|Non|Oui||||||Chambre syndicale des commerçants en boissons de détail de Bellegarde et de la région||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||76|6A|11 rue d'Espagne||1922||||||||Oui|19||||Bourg-en-Bresse||||06/02/1922||01|Non|-1922|||||||Préfecture||265|1059||statuts modifiés le 3/2/1947|58|||||||||||||||||||Non|Non|Non|Non|Oui|Oui|||Syndicat des horlogers, bijoutiers du département de l'Ain (en 1930)||Chambre syndicale des horlogers, bijoutiers, joailliers orfèvres de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||51|4I|cours de Verdun (café martin)||1923|||||||||||||Bourg-en-Bresse|57M772||04/03/1923|30/04/1923||01|Non|-1923|60||||||Préfecture||264|1060||AD Ain, 57M861, fiche signalétique . Modification de status en janvier 1929|59|||||||||||||||||||Non|Non|Non|Non|||||||Syndicat des patrons bourreliers de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||78|6A|||1923|||||||||||||Pont-d'Ain|||29/11/1923|07/02/1924||01|Oui|-1923|43|1924: 33|||||Préfecture||297|1061||N'a pas repris son activité après la Libération. Ses membres adhèrent au syndicat départemental|60|||||||||||||||||||Non|Non|Non|Non|||||Union des débitants de boissons, restaurateurs et hôteliers de la région de Pont-d'Ain, Poncin et des cantons voisins||Union des débitants de boissons de la région de Pont-d'Ain Poncin||syndicat professionnel|département||||Préfecture|||||||
||80|6A|||1924|||||||||||||Pont-de-Vaux|||02/07/1924|||01||-1924|280|1924 : hommes 260|||||Préfecture||314|1062||En sommeil depuis 1939|61|||||||||||||||||||Non|Non|Non|Non|Non||||||Chambre syndicale des commerçants du canton de Pont-de-Vaux||syndicat professionnel|canton (zones limitrophes)||||Préfecture|||||||
||69|6A|Avenue de la Gare||1924||||||||||||oui|Vonnas|||24/02/1924|14/04/1924||01|Oui|-1924|48|"1924: 82
1925 : 74"||Oui|||Préfecture||315|1063|812|dissous avant 1949|62|||||||||||||||||||Non|Non|Non|Non|||||||Syndicat des négociants et commissionnaires en porcs de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||34|4Q|rue notre-Dame||1925|||||||||||||Bourg-en-Bresse|||26/05/1925|17/06/1925||01|Non|-1925|31||||||Préfecture||344|1064|||63|||||||||||||||||||Non|Non|Non|Non|||||||Syndicat des géomètres experts du département de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||69|6A|rue Notre-Dame||1926|||||||||||||Bourg-en-Bresse||||19/02/1926||01|Oui|-1926|13||||||Préfecture||375|1065||dissous avant 1949|64|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat professionnel des marchands bouchers de la ville de Bourg||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||69|6A|||1926||||||||Oui|2||||Bourg-en-Bresse|57M861||19/02/1926|19/02/1926||01|Oui|-1926|125|||||AD|Préfecture||376|1066||disparition avant 1949|65|||||||||||||||||||Non|Non|Non|Non|Non|Oui|||Syndicat de la boucherie et boucherie - charcuterie du département de l'Ain (1930)||Syndicat départemental des marchands bouchers et bouchers charcutiers du département de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||77 - 78|6A|Place du pont||1926|||||||||||||Tenay|||25/02/1926||14/1/1946|01|Oui|-1926|16||||||Préfecture||377|1067|||66|||||||||||||||||||Non|Non|Non|Non|Non|Oui|Oui||||Syndicat des limonadiers, restaurateurs et hôteliers de Tenay et région||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||77|6A|Hôtel Charvet||1926|||||||||||||Hauteville|||30/01/1926||25/1/1946|01|Oui|-1926|33||||||Préfecture||580|1068|||67|||||||||||||||||||Non|Non|Non|Non|Non|Oui|Oui||||Syndicat des hôteliers et maîtres de pension d'Hauteville Lompnes (?)||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||22|4L|||1926|||||||||||||Neuville-les-Dames|||04/07/1926|||01|Non|-1926|30||||||Préfecture||677|1069|||68|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des maréchaux-ferrants et forgerons de la limite des Dombes et de la Bresse||syndicat professionnel|région géographique||||Préfecture|||||||
||52|4I|restaurant Lavrut||1927|||||||||||||Oyonnax|||29/03/1927|||01|Oui|-1927|14||||||Préfecture||408|1071|||69|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des patrons cordonniers de d'Oyonnax||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||52|4I|6 rue de la République||1928|||||||||||||Bellegarde|||16/01/1928|||01|Oui|-1928|15||||||Préfecture||422|1073||dissolution au plus tard  en 1949|70|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat professionnel de la chaussure de Bellegarde||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||20a - 19 - 21 - 22 - 28|4L|Beauséjour, mairie||1928||||||||Oui|||||Bellegarde|||05/09/1928|07/09/1928||01|Oui|-1928||10 ou 25|||||Préfecture||423768|1074|||71|||||||||||||||||||Non|Non|Non|Non|Non|Oui|||||Chambre syndicale des industries métallurgiques, mécaniques, électriques et connexes de la région de Bellegarde.||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||91|7|3 avenue Alsace-Lorraine||1929|||||||||||||Bourg-en-Bresse|||16/06/1929|09/09/1929||01|Non|-1929|21|"1929 : 25
1936 : 24"|||||Préfecture||437|1075|||72|||||||||||||||||||Non|Non|Non|Non|Non|Oui|Oui||||Syndicat des dentistes du département de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||22|4L|28 rue du 4 septembre||1929|||||||||||||Bourg-en-Bresse|||01/01/1929|16/02/1929||01|Oui|-1929|20|1929 : 24|||||Préfecture||438|1076||dissolution au plus tard  en 1949|73|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des maréchaux-ferrants du canton de Bourg||syndicat professionnel|canton (zones limitrophes)||||Préfecture|||||||
||91|7|21 rue du Gouvernement||1929|||||||||||||Bourg-en-Bresse|||06/09/1929|||01|Oui|-1929|47|1929 : 47 femmes|||||Préfecture||439|1077|1435|remplacé par le n° 1435|74|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des sages-femmes de Bourg et du département de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||84|6C|11 rue d'Espagne||1929|||||||||||||Bourg-en-Bresse|||10/03/1929|27/03/1929||01|Non|-1929||1929 : 33|||||Préfecture||440|1078|||75|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des agents généraux d'assurances du département de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||22|4L|||1929|||||||||||||Brénod||||||01|Oui|-1929|28||||||Préfecture||441|1079||création : avril 1929|76|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des forgerons de Brénod||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||77 - 78|6A|Place de la République, Hôtel de l'Europe||1929|||||||||||||Châtillon-sur-Chalaronne|||22/01/1929|15/02/1929||01|Oui|-1929|22||||||Préfecture||442|1080||dissolution au plus tard  en 1949. A cette date les adhérents relèvent directement de la Fédération départementale dont le siège est à Bourg|77|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat général des débitants, restaurateurs, hôteliers de Châtillon et de la Dombes.||syndicat professionnel|région géographique||||Préfecture|||||||
||78|6A|96 bd de Brou (dom. Pdt)||1929|||||||||||||Bourg-en-Bresse|57M861||02/09/1929|02/09/1929||01|Oui|-1929||1929 : 16||||AD|||446|1081|||78|||||||||||||||||||Non|Non|Non|Non|Non||||||Syndicat des gérants de débits de tabac de l'Ain||syndicat professionnel|département|||||||||||
||62|5B|30 avenue Jean Jaurès||1930|||||||||||||Bourg-en-Bresse|||17/01/1930|||01||-1930|6|1931 : 12||Oui|||Préfecture||4594821408|1082|1408|"D'abord inscrit comme synd ouvrier.
syndicat des taxis de Bourg : indication de création le 17/3/1931
fusion avant 1949
N° 1408 : création le 19/1/1945"|79|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||"Section syndical des chauffeurs de taxi de Bourg(1930)
Syndicat des artisans du taxi de la ville de Bourg (19/1/1945, n° 1408)"||Syndicat des taxis de Bourg||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
Cuirs et peaux|Industrie|51|4I|rue Gambetta||1930|||||||||||||Châtillon-sur-Chalaronne|||11/03/1930|||01|Non|-1930|6||||||Préfecture||460|1083|||80|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Industrie du cuir||syndicat professionnel|commune (zones limitrophes)||||Préfecture|"Si réellement ind du cuir Activité 4900 = 51
Si cordonnier Activité 4900 = 52"||||||
||91|7|domicile du pdt||1930|||||||||||||Neuville-sur-Ain||||||01||-1930|||||||Préfecture||461|1084|||81|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||Syndicat des médecins du département de l'Ain (30/9/1945, n° 1362)||Fédération des syndicats médicaux du département de l'Ain||Fédération/Union (dpt. région)|département||||Préfecture|||||||
||74|6A|domicile du pdt||1930|||||||||||||Bourg-en-Bresse|||19/08/1930|||01|Oui|-1930|40||||||Préfecture||462|1085||Dissous avant 1949|82|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Chambre syndicale des motocistes, négociants en automobiles de Lyon et de la région (section de l'Ain)||syndicat professionnel|département||||Préfecture|||||||
||67 - 62|5B|11 rue d'Espagne||1930|||||||||||||Bourg-en-Bresse|||20/11/1930|||01|Oui|-1930|20||||||Préfecture||464|1086||dissous avant 1949|83|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Syndicat des commissionnaires, messagers du département de l'Ain||syndicat professionnel|département||||Préfecture|||||||
||69|6A|Hôtel de ville||1930|||||||||||||Belley|||13/03/1930|||01|Oui|-1930|13||||||Préfecture||467|1087||"dissolution au plus tard  en 1949
Ses membres appartiennent au syndicat départemental à Bourg"|84|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Syndicat patronal des bouchers charcutiers et tripiers de la ville de Belley||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||74|6A|8 rue du Théâtre||1930|||||||||||||Bourg-en-Bresse||||20/06/1941||01|Non|-1930||effectifs : 170 probablement en 1941.|||||Préfecture||858|1088|||85|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||Chambre syndicale nationale du commerce, de la réparation et du ravitaillement automobile (section de l'Ain)||Chambre nationale du commerce de l'automobile (section de l'Ain)||syndicat professionnel|département||||Préfecture|||||||
||69|6A|café Bertrand||1931|||||||||||||Oyonnax|||25/02/1931|||01|Non|-1931|6||||||Préfecture||740|1090|||86|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Syndicat professionnel des marchands laitiers de la ville d'Oyonnax||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||77|6A|Hôtel de Ville||1932|||||||||||||Gex|||30/03/1932|||01|Oui|-1932|21|1932 : 18 hommes||Oui|||Préfecture||487|1091||A fusionné à la Libération avec les organismes similaires du département pour former le syndicat départemental des hôteliers, restaurateurs et débitants de boissons (siège 13 rue Notre-Dame à Bourg)|87|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Chambre syndical des hôteliers du Pays de Gex||syndicat professionnel|région géographique||||Préfecture|||||||
||56|"4M
"|||1932|||||||||||||Saint-Germain-de-Joux|||17/04/1932|||01|Oui|-1932|54|1932: hommes 36|||||Préfecture||489|1092||N'a pas repris son activité depuis la Libération|88|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Union des petits patrons et artisans tailleurs de pierres fines du Haut-Bugey||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||89|8A|17 rue denfer Rochereau||1932|||||||||||||Bellegarde|||25/04/1935|||01|Oui|-1932|14|1932: hommes 9|||||Préfecture||490|1093||dissolution au plus tard  en 1949|89|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Chambre syndicale des patrons coiffeurs de Bellegarde-Coupy||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||70|6A|||1932|||||||||||||Lagnieu|||16/12/1932|||01||-1932|6||||||Préfecture||498|1094|||90|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Syndicat des maisons et sociétés d'alimentation à succursales||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||69|6A|||1933|||||||||||||Bellegarde|||29/01/1933|||01|Non|-1933|12||||||Préfecture||500|1095|||91|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Syndicat des bouchers de la ville de Bellegarde Coupy et Arlod||syndicat professionnel|commune (zones limitrophes)||||Préfecture|||||||
||69|6A|rue Notre-Dame (café Lausard)||1933|||||||||||||Bourg-en-Bresse|||05/03/1933|||01|Oui|-1933|||||||Préfecture||501|1096||"remplacé par le syndicat des expéditeurs de volailles, beurre et oeufs de la bresse.
dissolution au plus tard  en 1949"|92|||||||||||||||||||Non|Non|Non|Non|Non|Non|Non||||Union des syndicats des expéditeurs de volailles, beurre et oeufs de Bresse||syndicat professionnel|région géographique||||Préfecture|||||||
